1675	2.263	1.25E-02			
1680	2.263	1.26E-02			
1685	2.263	1.27E-02			
1690	2.263	1.28E-02			
1695	2.262	1.29E-02			
1700	2.262	1.30E-02			
1705	2.262	1.32E-02			
1710	2.262	1.33E-02			
1715	2.262	1.34E-02			
1720	2.262	1.35E-02			
1725	2.261	1.36E-02			
1730	2.261	1.38E-02			
1735	2.261	1.39E-02			
1740	2.261	1.40E-02			
1745	2.261	1.41E-02			
1750	2.261	1.43E-02			
1755	2.26	1.44E-02			
1760	2.26	1.45E-02			
1765	2.26	1.46E-02			
1770	2.26	1.48E-02			
1775	2.26	1.49E-02			
1780	2.26	1.50E-02			
1785	2.259	1.51E-02			
1790	2.259	1.53E-02			
1795	2.259	1.54E-02			
1800	2.259	1.55E-02			
1805	2.259	1.57E-02			
1810	2.259	1.58E-02			
1815	2.258	1.59E-02			
1820	2.258	1.61E-02			
1825	2.258	1.62E-02			
1830	2.258	1.63E-02			
1835	2.258	1.65E-02			
1840	2.258	1.66E-02			
1845	2.257	1.68E-02			
1850	2.257	1.69E-02			
1855	2.257	1.70E-02			
1860	2.257	1.72E-02			
1865	2.257	1.73E-02			
1870	2.257	1.75E-02			
1875	2.256	1.76E-02			
1880	2.256	1.77E-02			
1885	2.256	1.79E-02			
1890	2.256	1.80E-02			
1895	2.256	1.82E-02			
1900	2.256	1.83E-02			
1905	2.255	1.85E-02			
1910	2.255	1.86E-02			
1915	2.255	1.88E-02			
1920	2.255	1.89E-02			
1925	2.255	1.91E-02			
1930	2.255	1.92E-02			
1935	2.255	1.94E-02			
1940	2.254	1.95E-02			
1945	2.254	1.97E-02			
1950	2.254	1.99E-02			
1955	2.254	2.00E-02			
1960	2.254	2.02E-02			
1965	2.254	2.03E-02			
1970	2.253	2.05E-02			
1975	2.253	2.06E-02			
1980	2.253	2.08E-02			
1985	2.253	2.10E-02			
1990	2.253	2.11E-02			
1995	2.253	2.13E-02			
2000	2.252	2.15E-02			
					
					
